"Reaction Abbreviation","Reaction Name","Reaction","Gene-reaction association","locusTags","Subsystem","Reversible","LB","UB","Objective"
"TRE6PH","trehalose 6 phosphate hydrolase","[c] : h2o + tre6p -->  g6p + glc-D","ECW_m4600","ECW_m4600","Alternate Carbon Metabolism",0,0,1000,0
"TRE6PP","trehalose phosphatase","[c] : h2o + tre6p -->  pi + tre","ECW_m2072","ECW_m2072","Alternate Carbon Metabolism",0,0,1000,0
"TRE6PS","alpha alpha trehalose phosphate synthase UDP forming ","[c] : g6p + udpg -->  h + tre6p + udp","ECW_m2071","ECW_m2071","Alternate Carbon Metabolism",0,0,1000,0
"TREH","alpha alpha trehalase","[c] : h2o + tre -->  (2) glc-D","ECW_m3782","ECW_m3782","Alternate Carbon Metabolism",0,0,1000,0
"TREHpp","alpha alpha trehalase periplasm ","[p] : h2o + tre -->  (2) glc-D","ECW_m1283","ECW_m1283","Alternate Carbon Metabolism",0,0,1000,0
"TREptspp","trehalose transport via PEPPyr PTS periplasm "," pep[c] + tre[p] -->  pyr[c] + tre6p[c]","( ECW_m2646  and  ECW_m2644  and  ECW_m2645  and  ECW_m4601 )","ECW_m2644 ECW_m2645 ECW_m2646 ECW_m4601","Transport Inner Membrane",0,0,1000,0
"TREtex","trehalose transport via diffusion extracellular to periplasm "," tre[e] <==>  tre[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TRPAS2","Tryptophanase L tryptophan ","[c] : h2o + trp-L <==>  indole + nh4 + pyr","ECW_m4007","ECW_m4007","Tyrosine Tryptophan and Phenylalanine Metabolism",1,-1000,1000,0
"TRPS1","tryptophan synthase indoleglycerol phosphate ","[c] : 3ig3p + ser-L -->  g3p + h2o + trp-L","( ECW_m1352  and  ECW_m1353 )","ECW_m1352 ECW_m1353","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"TRPS2","tryptophan synthase indole ","[c] : indole + ser-L -->  h2o + trp-L","( ECW_m1352  and  ECW_m1353 )","ECW_m1352 ECW_m1353","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"TRPS3","tryptophan synthase indoleglycerol phosphate ","[c] : 3ig3p -->  g3p + indole","( ECW_m1352  and  ECW_m1353 )","ECW_m1352 ECW_m1353","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"TRPTRS","Tryptophanyl tRNA synthetase","[c] : atp + trnatrp + trp-L -->  amp + ppi + trptrna","ECW_m3639","ECW_m3639","tRNA Charging",0,0,1000,0
"TRPt2rpp","L tryptophan reversible transport via proton symport periplasm "," h[p] + trp-L[p] <==>  h[c] + trp-L[c]","( ECW_m0109  or  ECW_m3431  or  ECW_m4008 )","ECW_m0109 ECW_m3431 ECW_m4008","Transport Inner Membrane",1,-1000,1000,0
"TRPtex","L tryptophan transport via diffusion extracellular to periplasm "," trp-L[e] <==>  trp-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TRSARr","tartronate semialdehyde reductase","[c] : 2h3oppan + h + nadh <==>  glyc-R + nad","( ECW_m0581  or  ECW_m3393 )","ECW_m0581 ECW_m3393","Alternate Carbon Metabolism",1,-1000,1000,0
"TSULabcpp","thiosulfate transport via ABC system periplasm "," atp[c] + h2o[c] + tsul[p] -->  adp[c] + h[c] + pi[c] + tsul[c]","( ( ECW_m2650  and  ECW_m2653  and  ECW_m2652  and  ECW_m2651 )  or  ( ECW_m2650  and  ECW_m2652  and  ECW_m2651  and  ECW_m4269 ) )","ECW_m2650 ECW_m2651 ECW_m2652 ECW_m2653 ECW_m4269","Inorganic Ion Transport and Metabolism",0,0,1000,0
"TSULtex","thiosulfate transport via diffusion extracellular to periplasm "," tsul[e] <==>  tsul[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TTDCAtexi","Tetradecanoate transport via facilitated irreversible diffusion extracellular to periplasm "," ttdca[e] -->  ttdca[p]","ECW_m2532","ECW_m2532","Transport Outer Membrane",0,0,1000,0
"TTDCEAtexi","Tetradecenoate transport via facilitated irreversible diffusion extracellular to periplasm "," ttdcea[e] -->  ttdcea[p]","ECW_m2532","ECW_m2532","Transport Outer Membrane",0,0,1000,0
"TUNGSabcpp","tungstate transport via ABC system periplasm "," atp[c] + h2o[c] + tungs[p] -->  adp[c] + h[c] + pi[c] + tungs[c]","( ECW_m0818  and  ECW_m0819  and  ECW_m0820 )","ECW_m0818 ECW_m0819 ECW_m0820","Inorganic Ion Transport and Metabolism",0,0,1000,0
"TUNGStex","tungstate transport via diffusion extracellular to periplasm "," tungs[e] <==>  tungs[p]","( ECW_m2416  or  ECW_m1509  or  ECW_m0355  or  ECW_m1039 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TYMtex","tyramine transport via diffusion extracellular to periplasm "," tym[e] <==>  tym[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TYROXDApp","Tyramineoxygen oxidoreductase deaminating flavin containing  periplasm ","[p] : h2o + o2 + tym -->  4hoxpacd + h2o2 + nh4","ECW_m1520","ECW_m1520","Nitrogen Metabolism",0,0,1000,0
"TYRPpp","phospho L tyrosine phosphatase periplasmic ","[p] : h2o + tyrp -->  pi + tyr-L","ECW_m4420","ECW_m4420","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"TYRPtex","phopho L tyrosine transport via diffusion extracellular to periplasm "," tyrp[e] <==>  tyrp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"TYRTA","tyrosine transaminase","[c] : akg + tyr-L <==>  34hpp + glu-L","( ECW_m4419  or  ECW_m1038 )","ECW_m1038 ECW_m4419","Tyrosine Tryptophan and Phenylalanine Metabolism",1,-1000,1000,0
"TYRTRS","tyrosyl tRNA synthetase","[c] : atp + trnatyr + tyr-L -->  amp + ppi + tyrtrna","ECW_m1805","ECW_m1805","tRNA charging",0,0,1000,0
"TYRt2rpp","L tyrosine reversible transport via proton symport periplasm "," h[p] + tyr-L[p] <==>  h[c] + tyr-L[c]","( ECW_m2081  or  ECW_m0109  or  ECW_m0628 )","ECW_m0109 ECW_m0628 ECW_m2081","Transport Inner Membrane",1,-1000,1000,0
"TYRtex","L tyrosine transport via diffusion extracellular to periplasm "," tyr-L[e] <==>  tyr-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"U23GAAT","UDP 3 O 3 hydroxymyristoyl glucosamine acyltransferase","[c] : 3hmrsACP + u3hga -->  ACP + h + u23ga","ECW_m0175","ECW_m0175","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UAAGDS","UDP N acetylmuramoyl L alanyl D glutamyl meso 2 6 diaminopimelate synthetase","[c] : 26dap-M + atp + uamag -->  adp + h + pi + ugmd","ECW_m0084","ECW_m0084","Cell Envelope Biosynthesis",0,0,1000,0
"UACGALPpp","UDP N acetyl D galactosamine pyrophosphohydrolase periplasm ","[p] : h2o + udpacgal -->  acgal1p + (2) h + ump","ECW_m0552","ECW_m0552","Alternate Carbon Metabolism",0,0,1000,0
"UACGAMPpp","UDP N acetyl D glucosamine pyrophosphohydrolase periplasm ","[p] : h2o + uacgam -->  acgam1p + (2) h + ump","ECW_m0552","ECW_m0552","Alternate Carbon Metabolism",0,0,1000,0
"UACGAMtex","UDP N acetyl D glucosamine transport via diffusion extracellular to periplasm "," uacgam[e] <==>  uacgam[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UACMAMO","UDP N acetyl D mannosamine oxidoreductase","[c] : h2o + (2) nad + uacmam -->  (3) h + (2) nadh + uacmamu","ECW_m4085","ECW_m4085","Cell Envelope Biosynthesis",0,0,1000,0
"UAG2E","UDP N acetylglucosamine 2 epimerase","[c] : uacgam <==>  uacmam","ECW_m4084","ECW_m4084","Cell Envelope Biosynthesis",1,-1000,1000,0
"UAGAAT","UDP N acetylglucosamine acyltransferase","[c] : 3hmrsACP + uacgam <==>  ACP + u3aga","( ECW_m1202  and  ECW_m0177 )","ECW_m0177 ECW_m1202","Lipopolysaccharide Biosynthesis Recycling",1,-1000,1000,0
"UAGCVT","UDP N acetylglucosamine 1 carboxyvinyltransferase","[c] : pep + uacgam -->  pi + uaccg","ECW_m3461","ECW_m3461","Cell Envelope Biosynthesis",0,0,1000,0
"UAGDP","UDP N acetylglucosamine diphosphorylase","[c] : acgam1p + h + utp -->  ppi + uacgam","ECW_m4033","ECW_m4033","Cell Envelope Biosynthesis",0,0,1000,0
"UAGPT3","UDP N acetylglucosamine N acetylmuramyl pentapeptide pyrophosphoryl undecaprenol N acetylglucosamine transferase","[c] : uacgam + uagmda -->  h + uaagmda + udp","ECW_m0089","ECW_m0089","Cell Envelope Biosynthesis",0,0,1000,0
"UAMAGS","UDP N acetylmuramoyl L alanyl D glutamate synthetase","[c] : atp + glu-D + uama -->  adp + h + pi + uamag","ECW_m0087","ECW_m0087","Cell Envelope Biosynthesis",0,0,1000,0
"UAMAS","UDP N acetylmuramoyl L alanine synthetase","[c] : ala-L + atp + uamr -->  adp + h + pi + uama","ECW_m0090","ECW_m0090","Cell Envelope Biosynthesis",0,0,1000,0
"UAPGR","UDP N acetylenolpyruvoylglucosamine reductase","[c] : h + nadph + uaccg -->  nadp + uamr","ECW_m4330","ECW_m4330","Cell Envelope Biosynthesis",0,0,1000,0
"UDCPDP","undecaprenyl diphosphatase","[c] : h2o + udcpdp -->  h + pi + udcpp","( ECW_m1372  or  ECW_m0899  or  ECW_m3324 )","ECW_m0899 ECW_m1372 ECW_m3324","Cell Envelope Biosynthesis",0,0,1000,0
"UDCPDPS","Undecaprenyl diphosphate synthase","[c] : frdp + (8) ipdp -->  (8) ppi + udcpdp","ECW_m0170","ECW_m0170","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"UDCPDPpp","undecaprenyl diphosphatase periplasm ","[p] : h2o + udcpdp -->  h + pi + udcpp","( ECW_m0899  or  ECW_m1372  or  ECW_m3324 )","ECW_m0899 ECW_m1372 ECW_m3324","Cell Envelope Biosynthesis",0,0,1000,0
"UDCPPtppi","undecaprenyl phosphate transport cytoplasm to periplasm "," udcpp[p] -->  udcpp[c]",,,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UDPACGALtex","UDP N acetyl D galactosamine transport via diffusion extracellular to periplasm "," udpacgal[e] <==>  udpacgal[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UDPG4E","UDPglucose 4 epimerase","[c] : udpg <==>  udpgal","ECW_m0814","ECW_m0814","Alternate Carbon Metabolism",1,-1000,1000,0
"UDPGALPpp","UDPgalactose pyrophosphohydrolase","[p] : h2o + udpgal -->  gal1p + (2) h + ump","ECW_m0552","ECW_m0552","Alternate Carbon Metabolism",0,0,1000,0
"UDPGALtex","UDPgalactose transport via diffusion extracellular to periplasm "," udpgal[e] <==>  udpgal[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UDPGD","UDPglucose 6 dehydrogenase","[c] : h2o + (2) nad + udpg -->  (3) h + (2) nadh + udpglcur","ECW_m2188","ECW_m2188","Cell Envelope Biosynthesis",0,0,1000,0
"UDPGDC","UDP glucuronate C 4  decarboxylase","[c] : nad + udpglcur -->  co2 + nadh + udpLa4o","ECW_m2446","ECW_m2446","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UDPGLCURtex","UDP D glucuronate transport via diffusion extracellular to periplasm "," udpglcur[e] <==>  udpglcur[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UDPGPpp","UDPglucose pyrophosphohydrolase","[p] : h2o + udpg -->  g1p + (2) h + ump","ECW_m0552","ECW_m0552","Alternate Carbon Metabolism",0,0,1000,0
"UDPGtex","UDPglucose transport via diffusion extracellular to periplasm "," udpg[e] <==>  udpg[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UDPKAAT","UDP 4  ketopentoseUDP 4 amino 4 deoxy L arabinose aminotransferase","[c] : glu-L + udpLa4o <==>  akg + udpLa4n","ECW_m2444","ECW_m2444","Lipopolysaccharide Biosynthesis Recycling",1,-1000,1000,0
"UGLCURPpp","UDP D glucuronate pyrophosphohydrolase periplasm ","[p] : h2o + udpglcur -->  glcur1p + (2) h + ump","ECW_m0552","ECW_m0552","Alternate Carbon Metabolism",0,0,1000,0
"UGLT","UDPglucose hexose 1 phosphate uridylyltransferase","[c] : gal1p + udpg <==>  g1p + udpgal","ECW_m0813","ECW_m0813","Alternate Carbon Metabolism",1,-1000,1000,0
"UGLYCH","Ureidoglycolate hydrolase","[c] : h2o + (2) h + urdglyc -->  co2 + glx + (2) nh4","ECW_m0577","ECW_m0577","Nitrogen Metabolism",0,0,1000,0
"UGMDDS","UDP N acetylmuramoyl L alanyl D glutamyl meso 2 6 diaminopimeloyl D alanyl D alanine synthetase","[c] : alaala + atp + ugmd -->  adp + h + pi + ugmda","ECW_m0085","ECW_m0085","Cell Envelope Biosynthesis",0,0,1000,0
"UHGADA","UDP 3 O acetylglucosamine deacetylase","[c] : h2o + u3aga -->  ac + u3hga","ECW_m0095","ECW_m0095","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ULA4NFT","UDP L Ara4N formyltransferase","[c] : 10fthf + udpLa4n -->  h + thf + udpLa4fn","ECW_m2446","ECW_m2446","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UM3PL","UDP N acetylmuramateL alanyl gamma D glutamyl meso diaminopimelate ligase","[c] : LalaDgluMdap + atp + uamr -->  adp + h + pi + ugmd","ECW_m4594","ECW_m4594","Murein Recycling",0,0,1000,0
"UM4PCP","UDP N acetylmuramoyl L alanyl D gamma glutamyl meso 2 6 diaminopimelate D alanine L D carboxypeptidase","[c] : h2o + um4p -->  ala-D + ugmd","ECW_m1278","ECW_m1278","Murein Recycling",0,0,1000,0
"UM4PL","UDP N acetylmuramateL alanyl gamma D glutamyl meso diaminopimelate D alanine ligase","[c] : LalaDgluMdapDala + atp + uamr -->  adp + h + pi + um4p","ECW_m4594","ECW_m4594","Murein Recycling",0,0,1000,0
"UMPK","UMP kinase","[c] : atp + ump <==>  adp + udp","( ECW_m1020  or  ECW_m0167 )","ECW_m0167 ECW_m1020","Nucleotide Salvage Pathway",1,-1000,1000,0
"UMPtex","UMP transport via diffusion extracellular to periplasm "," ump[e] <==>  ump[p]","( ECW_m1039  or  ECW_m1509  or  ECW_m2416  or  ECW_m0355 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UNK3","2 keto 4 methylthiobutyrate transamination","[c] : 2kmb + glu-L -->  akg + met-L",,,"Arginine and Proline Metabolism",0,0,1000,0
"UPLA4FNT","undecaprenyl phosphate L Ara4FN transferase","[c] : udcpp + udpLa4fn -->  uLa4fn + udp","ECW_m2445","ECW_m2445","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UPP3MT","uroporphyrinogen methyltransferase","[c] : (2) amet + uppg3 -->  (2) ahcys + dscl + h","( ECW_m4104  or  ECW_m3624 )","ECW_m3624 ECW_m4104","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"UPP3S","uroporphyrinogen III synthase","[c] : hmbil -->  h2o + uppg3","ECW_m4105","ECW_m4105","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"UPPDC1","uroporphyrinogen decarboxylase uroporphyrinogen III ","[c] : (4) h + uppg3 -->  (4) co2 + cpppg3","ECW_m4356","ECW_m4356","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"UPPRT","uracil phosphoribosyltransferase","[c] : prpp + ura -->  ppi + ump","ECW_m2721","ECW_m2721","Nucleotide Salvage Pathway",0,0,1000,0
"URAt2pp","uracil transport in via proton symport periplasm "," h[p] + ura[p] -->  h[c] + ura[c]","ECW_m2720","ECW_m2720","Transport Inner Membrane",0,0,1000,0
"URAt2rpp","uracil transport in via proton symport reversible periplasm "," h[p] + ura[p] <==>  h[c] + ura[c]","ECW_m1116","ECW_m1116","Transport Inner Membrane",1,-1000,1000,0
"URAtex","uracil transport via diffusion extracellular to periplasm "," ura[e] <==>  ura[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"URDGLYCD","ureidoglycolate dehydrogenase","[c] : nad + urdglyc -->  h + nadh + oxur","ECW_m0588","ECW_m0588","Alternate Carbon Metabolism",0,0,1000,0
"UREAtex","Urea transport via diffusion extracellular to periplasm "," urea[e] <==>  urea[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"UREAtpp","Urea transport via facilitate diffusion periplasm "," urea[p] <==>  urea[c]","ECW_m4279","ECW_m4279","Transport Inner Membrane",1,-1000,1000,0
"URIC","uricase","[c] : (2) h2o + o2 + urate -->  alltn + co2 + h2o2",,,"Unassigned",0,0,1000,0
"URIDK2r","uridylate kinase dUMP ","[c] : atp + dump <==>  adp + dudp","ECW_m0167","ECW_m0167","Nucleotide Salvage Pathway",1,-1000,1000,0
"URIH","Uridine hydrolase","[c] : h2o + uri -->  rib-D + ura","( ECW_m2363  or  ECW_m0705  or  ECW_m0029 )","ECW_m0029 ECW_m0705 ECW_m2363","Alternate Carbon Metabolism",0,0,1000,0
"URIK2","uridine kinase GTPUridine ","[c] : gtp + uri -->  gdp + h + ump","ECW_m2225","ECW_m2225","Nucleotide Salvage Pathway",0,0,1000,0
"URIt2pp","uridine transport in via proton symport periplasm "," h[p] + uri[p] -->  h[c] + uri[c]","( ECW_m3222  or  ECW_m2625 )","ECW_m2625 ECW_m3222","Transport Inner Membrane",0,0,1000,0
"URItex","uridine transport via diffusion extracellular to periplasm "," uri[e] <==>  uri[p]","ECW_m0480","ECW_m0480","Transport Outer Membrane",1,-1000,1000,0
"VALTA","valine transaminase","[c] : akg + val-L <==>  3mob + glu-L","ECW_m4069","ECW_m4069","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"VALTRS","Valyl tRNA synthetase","[c] : atp + trnaval + val-L -->  amp + ppi + valtrna","ECW_m4618","ECW_m4618","tRNA charging",0,0,1000,0
"VALabcpp","L valine transport via ABC system periplasm "," atp[c] + h2o[c] + val-L[p] -->  adp[c] + h[c] + pi[c] + val-L[c]","( ECW_m3713  and  ECW_m3714  and  ECW_m3716  and  ECW_m3721  and  ECW_m3715 )","ECW_m3713 ECW_m3714 ECW_m3715 ECW_m3716 ECW_m3721","Transport Inner Membrane",0,0,1000,0
"VALt2rpp","L valine reversible transport via proton symport periplasm "," h[p] + val-L[p] <==>  h[c] + val-L[c]","ECW_m0470","ECW_m0470","Transport Inner Membrane",1,-1000,1000,0
"VALtex","L valine transport via diffusion extracellular to periplasm "," val-L[e] <==>  val-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"VPAMT","Valine pyruvate aminotransferase","[c] : 3mob + ala-L -->  pyr + val-L","ECW_m3846","ECW_m3846","Alanine and Aspartate Metabolism",0,0,1000,0
"X5PL3E","L xylulose 5 phosphate 3 epimerase","[c] : xu5p-L -->  ru5p-L","ECW_m4559","ECW_m4559","Alternate Carbon Metabolism",0,0,1000,0
"XAND","xanthine dehydrogenase","[c] : h2o + nad + xan -->  h + nadh + urate","( ECW_m3119  and  ECW_m3120  and  ECW_m3121 )","ECW_m3119 ECW_m3120 ECW_m3121","Nucleotide Salvage Pathway",0,0,1000,0
"XANt2pp","xanthine transport in via proton symport periplasm "," h[p] + xan[p] -->  h[c] + xan[c]","ECW_m3931","ECW_m3931","Transport Inner Membrane",0,0,1000,0
"XANtex","xanthine transport via diffusion extracellular to periplasm "," xan[e] <==>  xan[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"XANtpp","xanthine reversible transport periplasm "," xan[p] <==>  xan[c]",,,"Transport Inner Membrane",1,-1000,1000,0
"XMPtex","XMP transport via diffusion extracellular to periplasm "," xmp[e] <==>  xmp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"XPPT","xanthine phosphoribosyltransferase","[c] : prpp + xan -->  ppi + xmp","ECW_m0352","ECW_m0352","Nucleotide Salvage Pathway",0,0,1000,0
"XTSNH","Xanthosine hydrolase","[c] : h2o + xtsn -->  rib-D + xan","ECW_m0029","ECW_m0029","Nucleotide Salvage Pathway",0,0,1000,0
"XTSNtex","xanthosine transport via diffusion extracellular to periplasm "," xtsn[e] <==>  xtsn[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"XYLI1","xylose isomerase","[c] : xyl-D <==>  xylu-D","ECW_m3839","ECW_m3839","Alternate Carbon Metabolism",1,-1000,1000,0
"XYLI2","xylose isomerase","[c] : glc-D <==>  fru","ECW_m3839","ECW_m3839","Alternate Carbon Metabolism",1,-1000,1000,0
"XYLK","xylulokinase","[c] : atp + xylu-D -->  adp + h + xu5p-D","( ECW_m3838  or  ECW_m0061 )","ECW_m0061 ECW_m3838","Alternate Carbon Metabolism",0,0,1000,0
"XYLK2","L xylulokinase","[c] : atp + xylu-L -->  adp + h + xu5p-L","( ECW_m0061  or  ECW_m3854 )","ECW_m0061 ECW_m3854","Alternate Carbon Metabolism",0,0,1000,0
"XYLUt2pp","L xylulose transport in via proton symport periplasm "," h[p] + xylu-L[p] -->  h[c] + xylu-L[c]","( ECW_m3851  and  ECW_m3852  and  ECW_m3853 )","ECW_m3851 ECW_m3852 ECW_m3853","Transport Inner Membrane",0,0,1000,0
"XYLUtex","L xylulose transport via diffusion extracellular to periplasm "," xylu-L[e] <==>  xylu-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"XYLabcpp","D xylose transport via ABC system periplasm "," atp[c] + h2o[c] + xyl-D[p] -->  adp[c] + h[c] + pi[c] + xyl-D[c]","( ECW_m3840  and  ECW_m3841  and  ECW_m3842 )","ECW_m3840 ECW_m3841 ECW_m3842","Transport Inner Membrane",0,0,1000,0
"XYLt2pp","D xylose transport in via proton symport periplasm "," h[p] + xyl-D[p] -->  h[c] + xyl-D[c]","ECW_m4394","ECW_m4394","Transport Inner Membrane",0,0,1000,0
"XYLtex","D xylose transport via diffusion extracellular to periplasm "," xyl-D[e] <==>  xyl-D[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ZN2abcpp","Zinc Zn2 ABC transporter periplasm "," atp[c] + h2o[c] + zn2[c] -->  adp[c] + h[c] + pi[c] + zn2[p]","ECW_m3730","ECW_m3730","Inorganic Ion Transport and Metabolism",0,0,1000,0
"ZN2t3pp","zinc Zn2 transport out via proton antiport periplasm "," h[p] + zn2[c] -->  h[c] + zn2[p]","( ECW_m0807  or  ECW_m4266 )","ECW_m0807 ECW_m4266","Inorganic Ion Transport and Metabolism",0,0,1000,0
"ZN2tpp","zinc transport in via permease no H "," zn2[p] -->  zn2[c]","ECW_m3305","ECW_m3305","Inorganic Ion Transport and Metabolism",0,0,1000,0
"ZNabcpp","zinc Zn2 transport via ABC system periplasm "," atp[c] + h2o[c] + zn2[p] -->  adp[c] + h[c] + pi[c] + zn2[c]","( ECW_m2032  and  ECW_m2034  and  ECW_m2033 )","ECW_m2032 ECW_m2033 ECW_m2034","Inorganic Ion Transport and Metabolism",0,0,1000,0
"Zn2tex","zinc Zn2 transport via diffusion extracellular to periplasm "," zn2[e] <==>  zn2[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"EX_cellb(e)","Cellobiose exchange","cellb[e] <==>",,,"Exchange",1,0,1000,0
"CLBtex","cellobiose transport transport via diffusion extracellular to periplasm "," cellb[e] <==>  cellb[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"CLBptspp","cellobiose transport via PEPPyr  periplasm "," pep[c] + cellb[p] -->  pyr[c] + cellb6p[c]","( ECW_m1664  and  ECW_m1665  and  ECW_m1666 )"," ECW_m1664 ECW_m1665 ECW_m1666","Transport Inner Membrane",0,0,1000,0
"CLBtpp","cellobiose transport via permease"," cellb[p] -->  cellb[c]","ECW_m1663","ECW_m1663","Transport Outer Membrane Porin",0,0,1000,0
"CLBH","cellobiose hydrolase","[c] : cellb -->  (2) glc-D","ECW_m1662","ECW_m1662","Alternate Carbon Metabolism",0,0,1000,0
"CLB6PH","cellobiose hydrolase","[c] : cellb6p -->  glc-D + g6p","ECW_m1662","ECW_m1662","Alternate Carbon Metabolism",0,0,1000,0
"SUCR","sucrose hydrolase","[c] : sucr + h2o -->  glc-D + fru","ECW_m2596","ECW_m2596","Alternate Carbon Metabolism",0,0,1000,0
"EX_salcn(e)","Salicin exchange","salcn[e]  <==> ",,,"Exchange",1,0,1000,0
"SALCNtex","Salicin transport transport via diffusion extracellular to periplasm "," salcn[e] <==>  salcn[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
