KEGG ID,Names,Occurence
G08874,(GlcNAc)1 (LAra)1 (LFuc)1,0
G08875,(GlcA)1 (Lgro-manHep)1 (gro-manHep)1|Glycolipid|LPS,0
G08877,(LAraf)2 (Xyl)1,0
G08878,(GlcA4Me)1 (Xyl)2 (Xyl-onic)1,0
G08879,(Fruf)1 (Glc)2 (P)1,0
G08880,(LRha)1 (Rha)2,0
G08881,(Gal)1 (LRha)2,0
G08882,(Gal)1 (LRha)1 (Man)1,0
G08883,(Gal)1 (LRha)1 (Man)1|Glycolipid|LPS,0
G08884,"(1,4-Anhydro-GlcA6Me)1 (Gal)1 (Xyl)1",0
G08885,(Glc)2 (LRha)1,0
G08886,(GlcA)1 (LRibf)1 (Ribf)1|Glycoside,0
G08887,"(LFucNAm)1 (gro-L3,9dgalNon-2-ulop5NAc7NAc-onic)1|Glycolipid|LPS",0
G08888,"(LFucNAc)1 (gro-L3,9dgalNon-2-ulop5NAc7NAc-onic)1|Glycolipid|LPS",0
G08889,(Glc)1 (LRha)1 (Rib)1|Glycoside,0
G08890,(Apif)1 (Glc)1 (LRha)1|Glycoside,0
G08891,"(2,6dlyxHex3Me)1 (Glc)1|Glycoside",0
G08892,(Gal2X)1 (ery-LglcNon-2-ulop3SH4Ac5NAc7Ac8Ac9Ac-onic)1 (Me)1,0
G08893,6''-O-acetyl-saikosaponin A|(Fuc)1 (Glc6Ac)1|Glycoside,0
G08894,(Fuc)1 (Glc)1|Glycoside,0
G08895,(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)1|Glycoprotein|O-Glycan,0
G08896,(GlcNAc)3 (Man)1|Glycoprotein|O-Glycan Glycoprotein|N-Glycan,0
G08897,(GlcNAc)1 (LRha)2,0
G08898,(Gal)2 (GlcA4Me)1,0
G08899,(Gal)2 (GlcA)1,0
G08900,(Gal)2 (GlcA)1,0
G08903,(Gal)1 (GalNAc)1 (GlcNAc)1,0
G08904,"(1,6-Anhydro-GlcNAc)1 (GlcNAc)2",0
G08905,(Gal2X)1 (Neu4Ac5Ac7Ac8Ac9Ac)1,0
G08906,(Gal)1 (GlcA)1 (LAra)1,0
G08907,(Gal)1 (GlcNAc)2,0
G08908,(Gal)1 (GlcNAc)1,0
G08910,(Glc)1 (GlcA)1 (GlcNAc)1,0
G08911,(Gal)1 (GlcNAc)1 (LRha)1|Glycolipid|LPS,0
G08912,(Gal3Ac4Ac6Ac)1 (Glc2Ac3Ac4Ac6Ac)1|Glycoside,0
G08914,(Gal)1 (Glc)1 (Ser/Thr)1|Glycoprotein|O-Glycan,0
G08916,(LRha)1 (Rib2Ac3Ac4Ac)1 (Xyl)1|Glycoside,0
G08917,Benanomycin A|(Fuc)1 (Xyl)1,0
G08920,(Gal2Ac3Ac4Ac)1 (Xyl2Ac3Ac4Ac)1|Glycoside,0
G08921,(GlcA)1 (GlcN)1 (GlcNAc)1 (L4-en-thrHexA)1 (S)1|Glycoprotein|Glycosaminoglycan,0
G08922,Deoxyraffinose|(6dFruf)1 (Gal)1 (Glc)1,0
G08923,(Gal2Me3Me4Me)1 (Xyl)1|Glycoside,0
G08924,(GlcA)1 (GlcNAc)2 (L4-en-thrHexA)1|Glycoprotein|Glycosaminoglycan,0
G08925,(Gal2Me3Me)1 (Xyl)1|Glycoside,0
G08926,(Gal2Me)1 (Xyl)1|Glycoside,0
G08927,(Glc)1 (LFuc)1 (LRha)1,0
G08929,"(D/LFuc)1 (Gal4,6Py)1 (GlcNAc)1",0
G08930,(Fruf6NAc)1 (Gal)1 (Glc)1,0
G08931,(Fruf6N)1 (Gal)1 (Glc)1,0
G08932,(4dxylHex)1 (Glc)2,0
G08933,"(GlcNAc)2 (LFucNAm)1 (gro-L3,9dgalNon-2-ulop5N7NAc)1|Glycolipid|LPS",0
G08935,(Glc)2 (Ribf)1,0
G08936,(Glc)2 (Glc6Me)2,0
G08937,(Glc)3 (Glc3OX)1,0
G08938,(Glc)3 (Glc2OX)1,0
G08939,"(Glc)3 (Glc4,6OX)1",0
G08940,"(3,6-Anhydro-Glc)2 (Glc)2|Oligosaccharide",0
G08941,"(Glc)3 (Glc1,5NX)1",0
G08943,(Glc)4,0
G08944,(Glc)4,0
G08945,(Glc)4,0
G08946,(Glc)4,0
G08947,(Glc)4,0
G08948,(Glc)4,0
G08949,(Glc)4,0
G08950,(Glc)4,0
G08951,(Glc)4,0
G08953,(Fru)1 (Glc)3,0
G08954,(Fruf)1 (Gal)1 (Glc)1,0
G08955,(Ara)1 (Glc)3,0
G08956,(Fruf6Iodo)1 (Gal)1 (Glc)1,0
G08957,(Fruf6Fluoro)1 (Gal)1 (Glc)1,0
G08958,(Fruf6Bromo)1 (Gal)1 (Glc)1,0
G08959,"(3,6-Anhydro-Fruf)1 (Gal)1 (Glc)1",0
G08960,(Fruf)1 (Gal)1 (Glc)1,0
G08961,(Fruf)1 (Gal)1 (Glc)1,0
G08962,(Fruf)1 (Gal)1 (Glc)1,0
G08963,(D/LEry)1 (Glc)3,0
G08965,(Glc)2 (Glcf)1,0
G08966,(Gal)1 (Glc)2,0
G08967,(Gal)1 (Glc)2,0
G08968,(Gal)1 (Glc)2,0
G08969,(Gal)1 (Glc)2,0
G08970,(LGlc3Me6Me)1 (LRha2Me3Me)1 (LRha3Me)1,0
G08971,(FucNAc4N)1 (GalA)1|Polysaccharide,0
G08972,(FucNAc4NAc)1 (GalNAc)2,0
G08974,(GlcNAc)1 (LRha)2,0
G08975,(GalANAc6N)1 (GalANFormyl)1 (QuiNAc)1,0
G08976,(GalANAc)2 (GlcNAc)1|Glycolipid|LPS,0
G08978,(Glc)1 (LRha)2,0
G08979,(Glc)1 (LRha)2,0
G08980,(Gal)1 (Glc)2 (Man)1,0
G08981,(GalA)2 (Rha)1,0
G08982,(GalA)2 (LRha)1,0
G08983,(GalA)2 (LGal-onic)1,0
G08985,(GalNAc3Ac4Ac6Ac)1 (GalNAc4Ac6Ac)1,0
G08986,(LRha)1 (LRha2Ac3Ac4Ac)1 (LRha4Ac)1,0
G08988,"(L2,5-Anhydro-Man)1 (LRha)3",0
G08989,(Gal)1 (GalNAc)1 (LFuc)1,0
G08990,(LRha)3,0
G08992,(GlcN)1 (L4-en-thrHexA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G08993,(Gal)3,0
G08995,(Gal)2 (GlcNAc)1,0
G08996,"(1,5-Anhydro-Glc)1 (Gal)2",0
G08997,(Gal)2 (Glc)1,0
G08998,(Gal)2 (Glc)1|Glycolipid|LPS,0
G08999,(Gal)1 (GlcA6Me)1 (LAra)1|Glycoside,0
G09000,(Gal)1 (Galf)1 (Ser/Thr)1|Glycoprotein|O-Glycan,0
G09001,(LMan)1 (LRha)2,0
G09002,(GalNAc)1 (GlcNAc)1 (Man)1|Glycoside,0
G09003,"(1,6-Anhydro-Glc)1 (Gal)1 (Glc)1",0
G09004,(GalA)1 (GlcA)1|Glycoside,0
G09005,"Calotroposide G|(2,6daraHex3Me)1 (Cym)2|Glycoside",0
G09007,(Gal)1 (GlcNAc)1 (Lgro-7dgalHep)1,0
G09008,"Cynafoside G|(2,6daraHex3Me)1 (Dig)2|Glycoside",0
G09009,(Glc)2 (Xyl)2,0
G09011,(Gal)2 (GlcNAc)1,0
G09012,(Gal)1 (GalN)1 (GlcN)1,0
G09013,(Gal)1 (GlcNAc)1 (Man)1,0
G09014,(Gal)1 (GlcNAc)1 (Man)1,0
G09015,(Cym)1 (Dig)1 (The)1|Glycoside,0
G09016,(3dxylHexNAc)1 (Gal)1 (GlcNAc)1|Glycoprotein|O-Glycan,0
G09017,(Gal)1 (GlcNAc)2,0
G09018,Soyasaponin III|(Gal)1 (GlcA6Me)1|Glycoside,0
G09019,(Gal2Ac3Ac4Ac6Ac)1 (GlcNAc3Ac6Ac)1|Glycoside,0
G09020,Castaraleside F|(Gal)1 (GlcA)1|Glycoside,0
G09021,(D/L3-en-Hex)1 (Gal)1 (GlcNAc)1,0
G09022,(D/L3-en-Hex-ol)1 (Gal)1 (GlcNAc)1,0
G09023,(Gal)1 (GlcN)1,0
G09024,"Lac-Cer, thioglycoside analog|(Gal)1 (Glc1SH)1 (Cer)1|Glycolipid|Sphingolipid",0
G09025,(Gal)1 (Glc)1 (Man)1,0
G09026,(Gal2Ac3Ac4Ac6Ac)1 (Glc3Ac4Ac6Ac)1|Glycoside,0
G09027,(Gal)1 (Glc)2,0
G09028,(Gal4Fluoro)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid,0
G09029,(Gal3Fluoro)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid,0
G09030,(Gal6Fluoro)1 (Glc)1,0
G09031,"(Gal4,6Py)1 (Glc)1|Glycoside",0
G09032,(Gal)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid,0
G09035,(GlcN)2 (LIdo)1|Glycoprotein|Glycosaminoglycan,0
G09036,(Fuc2Me3Me)1 (Xyl2Me)1,0
G09037,(Gal)1 (Man)2,0
G09038,(Man)2 (ManNAc)1,0
G09039,(GlcNAc)1 (Man)1 (Man4Me6Me)1,0
G09040,"ManLAM, non-reducing termini|(Ara)1 (Araf)3",0
G09041,(Araf)3,0
G09044,(3daraHex)1 (Glc)2,0
G09045,"(2,5-Anhydro-Man)1 (GlcN)1 (LIdoA)2|Glycoprotein|Glycosaminoglycan",0
G09046,"(GlcNAc)1 (Lgro-L3,9dmanNon-2-ulop5NAc7N-onic)1|Glycolipid|LPS",0
G09047,(Glc)1 (Kdo)1,0
G09048,(Gal)1 (GlcNAc)2,0
G09050,(GlcNAc)2 (Xyl)1,0
G09051,(Rha)2,0
G09052,(Xyl)3,0
G09053,(D/LGal)1 (Glc)1 (GlcA)1|Glycoside,0
G09054,Hyosophorin|(Gal)10 (GalNAc)5 (GlcNAc)7 (LFuc)5 (Man)3 (Asn)1|Glycoprotein|N-Glycan,0
G09055,(Gal)1 (GlcNAc)1 (S)1,0
G09057,(Gal)1 (Glc2Ac3Ac4Ac6Ac)1 (LRha)1,0
G09058,(Gal6Ac)1 (Kdo)1 (Lgro-manHep)1,0
G09059,(LFuc2Me4Ac)1 (LRha2Me)1 (LRha2Me4Me)1|Glycoside,0
G09060,(LFuc2Me3Me4Me)1 (LRha)2|Glycolipid,0
G09061,(LFuc2Me4Me)1 (LRha)1 (LRha2Me)1,0
G09062,(LFuc2Me)1 (LRha2Me)1 (LRha2Me4Me)1,0
G09063,(LFuc2Me)1 (LRha)2,0
G09064,(GlcA)1 (LAra)1 (LLyx)1|Glycoside,0
G09067,(Glc)1 (L6dTal)1 (LAra)1|Glycoside,0
G09068,(Gal)1 (Man)2,0
G09069,(Man)2,0
G09070,"(1,4-Anhydro-GlcA6Me)1 (Gal)1 (LAra)1",0
G09071,Lactosyl fructose|(Fruf)1 (Gal)1 (Glc)1,0
G09072,(Gal)1 (Glc1N)1 (LFuc)1,0
G09073,Tenuifoliside E|(Fruf1Ac)1 (Glc2Ac4Ac6Ac)1|Glycoside,0
G09074,"(2,6deryHex-3-ulop)2 (2,6dribHex3Ac4Ac)1|Glycoside",0
G09075,(3dxylHex)1 (Gal)1,0
G09076,Xylosaccharide|(GlcA)1 (Xyl)2,0
G09077,(Gal)1 (GalNAc)1 (GlcNAc)2|Glycoprotein|O-Glycan,0
G09079,(Glc)1 (Man)2|Polysaccharide,0
G09080,Planteose|(Fruf)1 (Gal)1 (Glc)1,1
G09081,(Glc)2 (Man)1,0
G09082,(Glc)1 (LAra)1 (LAraf)1|Glycoside,0
G09083,(GalA)1 (GlcA)1 (LRha)1,0
G09084,(Glc)2 (Xyl)1,0
G09085,"(2,6daraHex3Me)1 (Cym)2|Glycoside",0
G09086,"(GlcNAc)2 (LFucNAm)1 (gro-L3,9dgalNon-2-ulop5N7NAc)1|Glycolipid|LPS",0
G09088,(Man)1 (Xyl)1|Glycoprotein|N-Glycan,0
G09089,(Glc)4,0
G09090,"(1,6-Anhydro-Glc)1 (Glc)1 (Rha)1",0
G09091,Ristocetin A|(Ara)1 (Glc)1 (Man)1,0
G09093,Gualamycin|(Gal)1 (GulN)1|Glycoside,0
G09094,(Gal)1 (GalNAc)2,0
G09095,(Araf)1 (Glc)1 (LRha)1|Glycoside,0
G09096,(Glc2Ac)1 (LRha)1|Glycoside,0
G09097,Pyishiauoside IIb|(D/LAra)1 (Glc)1 (LRha)1,0
G09098,(Gal)3,0
G09099,(Gal)2 (GlcNAc)1|Glycoprotein|O-Glycan,0
G09100,(Gal)2 (Glc)1,0
G09101,(Gal)2 (Glc)1,0
G09103,(Gal)2 (Glc-ol)1,0
G09104,(Gal)1 (Man)1,0
G09105,Sapindoside C|(LAra)1 (LAraf)1 (LRha)1|Glycoside,0
G09106,"Poliumose, sugar core|(Glc)1 (LRha)2|Glycoside",0
G09107,(Gal)1 (LGlc)1 (LRha)1,0
G09108,(Gal)1 (Glc)1 (ManA)1|Polysaccharide,0
G09109,(Glc)1 (GlcNAc)1 (Man)1,0
G09110,"(2,5-Anhydro-Man)1 (GlcN)1 (LIdoA)1 (S)3|Glycoprotein|Glycosaminoglycan",0
G09111,(L1dAlt)1 (LFuc2Me3Me)2 (LRha)1,0
G09112,(L1dAlt)1 (LFuc2Me)1 (LFuc2Me3Me)1 (LRha)1,0
G09113,(L1dAlt)1 (LFuc2Me)2 (LRha)1,0
G09114,(L6dTal)1 (LFuc2Me)2 (LRha)1,0
G09115,(Gal)1 (GalNAc)1 (GlcNAc)1|Glycoprotein|O-Glycan,0
G09116,(Glc)1 (LRha4Ac)1|Glycoside,0
G09117,(Fuc)1 (LRha)1|Glycoside,0
G09118,"(Glc)1 (GlcA2,3Py)1 (LFuc)1|Polysaccharide",0
G09119,(Fruf)1 (Glc)2,0
G09120,(Gal)1 (Glc)1 (GlcNAc)1,0
G09121,(Gal)1 (Glc)1 (LRha)1|Polysaccharide,0
G09122,Ac-DGD-I|(Galf6Ac)1 (Glc)1|Glycolipid|Others,0
G09124,(GalA)1 (Kdo)1 (Man)1|Glycolipid|LPS,0
G09125,(GalA)1 (Man)2,0
G09126,(Gal)1 (Kdo)1 (Man)1|Glycolipid|LPS,0
G09129,(LMan)1 (LRha)2,0
G09130,(GlcNAc)1 (Lgro-manHep)2 (P)1|Glycolipid|LPS,0
G09133,(LRha)1 (Xyl)1|Glycoside,0
G09136,(Fruf)1 (Glc3Ac)1,0
G09137,(Fruf)1 (Glc2Ac)1,0
G09138,(Fruf4Ac)1 (Glc4Ac)1,0
G09139,(Fruf4Ac)1 (Glc)1,0
G09140,(Fruf4Ac6Ac)1 (Glc6Ac)1,0
G09141,(Fruf1Ac4Ac)1 (Glc6Ac)1,0
G09142,(Fruf4Ac)1 (Glc6Ac)1,0
G09143,DS-18|(GalNAc)1 (LIdoA)2|Glycoprotein|Glycosaminoglycan,0
G09144,(Gal)1 (Glc)2,0
G09147,Camelliaside B|(D/LXyl)1 (Glc)1 (LRha)1|Glycoside,0
G09148,(GalA6N)1 (GlcNAc3Ac4Ac6Ac)1,0
G09150,(Glc)3,0
G09151,"(LFucNAm)1 (gro-L3,9dgalNon-2-ulop5NAc7NAc-onic)1|Glycolipid|LPS",0
G09152,"(Gal)1 (GlcNAc4,6Py)1 (LRha)1|Polysaccharide",0
G09153,(Glc)4,0
G09154,(Glc)4,0
G09155,(Glc)4,0
G09157,(Gal)1 (GlcNAc)1,0
G09158,(GalA)1 (LRha)2,0
G09159,(Gal6NAc)1 (LFuc)1,0
G09160,(Glc)2 (GlcNAc)1,0
G09161,(LFuc)3,0
G09162,(LFuc)3,0
G09163,(Gal)1 (Glc)1 (P)1,0
G09165,(Gal)1 (LRha)2,0
G09166,(Gal4Me)1 (GalNAc)1 (LFuc2Me)1|Glycoprotein|O-Glycan,0
G09167,(Gal)1 (GalNAc)1 (LFuc2Me)1|Glycoprotein|O-Glycan,0
G09168,(Gal)1 (GalNAc)1 (LFuc)1,0
G09169,(Gal)1 (GalNAc)1 (LFuc)1|Glycoprotein|O-Glycan,0
G09170,(LRha)3 (LXyl3Me)1,0
G09171,(Gal)1 (GlcNAc)1 (LFuc)1,0
G09172,(Gal)1 (GlcNAc)1 (LFuc)1,0
G09174,(Gal)1 (GlcN)1 (LFuc)1,0
G09175,(Gal)1 (Glc)1 (LFuc)1|Glycoprotein|O-Glycan,0
G09177,(D/LGalNAc)1 (Gal)1 (LFuc)1,0
G09178,(Gal6Fluoro)1 (LFuc)1,0
G09179,(Gal6Me)1 (LFuc)1,0
G09180,(Gal4Me)1 (LFuc)1,0
G09181,"(Glc)1 (GlcA2,3Py)1 (LFuc)1",0
G09182,(Fruf)1 (Glc)3,0
G09183,RG-I|(Gal)1 (LAraf)1 (LRha)1,0
G09184,(Gal)1 (LAra2Ac3Ac4Ac)1|Glycoside,0
G09185,(LFuc)1 (LRha)2,0
G09186,(Fuc2Me4NAc)1 (GlcA)1,0
G09187,(FucNAc)1 (GalNAc)1 (GlcANAc3NAc)1|Glycolipid|LPS,0
G09188,(Fuc)1 (GlcNAc)1,0
G09190,(Gal)1 (Glc)1 (Neu5Ac)1|Glycolipid|LPS,0
G09192,(Gal)1 (GlcNAc)1 (Man)1,0
G09193,(Gal)1 (LRha)1,0
G09195,(Gal)1 (Glc)2,0
G09196,(Gal)1 (Glc)1 (Cer)1|Glycolipid|Sphingolipid,0
G09197,(Gal)1 (Glc)1,0
G09198,"(2,5-Anhydro-Man)1 (GlcA)1 (GlcNAc)1 (S)1",0
G09199,(LAra)1 (LAraf)3,0
G09200,(LAra)3|Glycoside,0
G09201,(LAraf)3,0
G09202,"Lividomycin A|methyl-N,N'-diacetyl-lividomiosamide|(LIdoNAc6NAc)1 (Man)1 (Ribf)1",0
G09203,(LFucNAc)2 (ManANAc)1|Polysaccharide,0
G09204,Lividomiosamide|lividomycin A|(LIdoN6N)1 (Man)1 (Ribf)1,0
G09205,(Fuc2Me3Me)1 (Xyl2Me)1,0
G09206,(Glc)3,0
G09207,(LAra)1 (LRha)1 (Rib2Ac3Ac4Ac)1|Glycoside,0
G09208,Iso-6-kestose|(Fruf)2 (Glc)1,0
G09209,Iso-1-kestose|(Fruf)2 (Glc)1,0
G09210,(Rha4NFormyl)2,0
G09211,(Fuc)1 (LFuc)1,0
G09212,"(L2,6dlyxHex3Me)2 (LCym)1",0
G09213,(LFuc)1 (LRha)2,0
G09215,(Gal)2 (GlcNAc)1,0
G09216,(Gal)1 (Glc)1 (LFuc)1,0
G09217,(Gal)1 (Glc)1 (LFuc)1,0
G09218,(3dGlc)1 (4dXyl)1 (Glc)1,0
G09220,(Glc)2 (S)2|Glycoprotein|Glycosaminoglycan,0
G09221,(Glc)1 (Glc6Me)1|Glycolipid|LPS,0
G09222,(GlcA)1 (GlcN)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09223,(Gal)1 (Glc)2,0
G09224,(Gal)1 (Glc)2,0
G09225,(Gal)1 (Glc)2,0
G09226,(Gal)1 (Glc)2,0
G09227,(Fru)1 (Gal)1 (Glc)1,0
G09228,(D/LFru)1 (Gal)1 (Glc)1,0
G09229,(Fuc)1 (LRha)1|Glycoside,0
G09230,(Gul)2|Glycoside,0
G09232,(Man)1 (ManN)1|Glycoprotein|N-Glycan,0
G09234,(Man)3,0
G09236,(GlcNAc)1 (Man)2,0
G09237,(GlcNAc)1 (Man)2,0
G09238,(Glc)1 (Man)2|Polysaccharide,0
G09239,Levantriose|(Fruf)2 (Glc)1,0
G09240,(Fruf)2 (Xyl)1,0
G09241,(Fruf)2 (LAra)1,0
G09242,RG-II|Rhamnogalacturonan II|(D/LAraf)1 (D/LGalA)2,0
G09244,(Man)2 (Ser/Thr)1|Glycoprotein|O-Glycan,0
G09245,(Fruf)2,0
G09246,(Fruf)1 (Glc3Ac6Ac)1,0
G09247,(GlcNAc)1 (Man)1,0
G09248,(LFuc)1 (LRha)2,0
G09250,(Kdo)3|Glycolipid|LPS,0
G09251,(Glc)1 (Kdo)1,0
G09252,(Gal)2 (S)2,0
G09253,"(2,5-Anhydro-Man)1 (GlcN)1 (LIdoA)1 (S)2|Glycoprotein|Glycosaminoglycan",0
G09254,(GlcN)1 (LIdoA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09255,(LFucNAc)2 (ManANAc)1|Polysaccharide,0
G09256,(Glc)1 (LIdoA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09257,(Glc)1 (LIdoA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09258,"(2,6dxylHex)1 (Glc)1|Glycoside",0
G09259,(GalNAc)1 (GlcA)1 (L4-en-thrHexA)1|Glycoprotein|Glycosaminoglycan,0
G09260,(Gal)1 (Gal1N2NAc)1,0
G09261,"(Gal)2 (L3,6-Anhydro-Gal2Me)1",0
G09262,"Agarotriose|(Gal)2 (L3,6-Anhydro-Gal)1",0
G09263,(Gal)1 (Gal1N)1,0
G09264,(Glc)1 (GlcA)3 (S)3,0
G09265,(Gal)1 (Man)2,0
G09266,"Trideoxyraffinose|(4,6dxylHex)1 (6dFruf)1 (Glc)1",0
G09268,(GlcA)1 (Man)2,0
G09271,(Kdo)1 (Ribf)1|Polysaccharide,0
G09273,(Glc)4,0
G09274,(Glc)2 (Man)1|Glycoprotein|O-Glycan,0
G09275,Trehalose|(Glc)2 (S)1,0
G09276,"Trideoxyraffinose|(4,6dxylHex)1 (Fruf6Fluoro)1 (Glc)1",0
G09279,(6dGul)1 (Gal)1 (GalNAc)1 (LFuc)1 (Man)1|Glycolipid|LPS,0
G09280,(GlcNAc)2 (Man)1,0
G09281,(GlcA)1 (GlcN)1 (S)3|Glycoprotein|Glycosaminoglycan,0
G09282,(Glc)1 (Man)2|Glycoprotein|O-Glycan,0
G09283,(Glc)2 (Man)1,0
G09284,(Glc)1 (Man)1,0
G09285,(D/LFuc)1 (Glc)2,0
G09286,(3dribHex)1 (Glc)2,0
G09287,Iso-neokestose|(Fruf)2 (Glc)1,0
G09288,(Rha)1 (Xyl)2,0
G09289,(Gal)1 (GalNAc)1 (GlcNAc)1,0
G09290,(GlcN)1 (LIdoA)1 (S)4|Glycoprotein|Glycosaminoglycan,0
G09291,(GlcNAc)1 (LRha)2,0
G09294,(Glc)1 (LRha)2,0
G09295,(Glc)1 (LRha)2,0
G09297,(D/LFuc)1 (Gal)1 (Glc)1,0
G09298,(GlcN)1 (L4-en-thrHexA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09299,"(2,6daraHex)1 (Cym)1 (Fuc2Ac3Me)1",0
G09300,(Glc)1 (ManNAc)1,0
G09302,(Glc)1 (Man)1 (Rha)1|Polysaccharide,0
G09303,(GalA)1 (Glc)1|Glycolipid|Glycerolipid,0
G09304,(Glc)1 (Man)1|Glycoside,0
G09305,(Gal)1 (Galf)1 (GlcNAc3Me)1,0
G09306,(GlcNAc)2 (Neu)1,0
G09307,(LGulA)3,0
G09308,(GlcNAc)2 (P)2|Glycolipid|LPS,0
G09310,"Apobioside|(2,6daraHex3Me)1 (Glc)1|Glycoside",0
G09311,(Gal)1 (Glc)2|Glycolipid|LPS,0
G09312,(4-C-methyl-GlcA6N)1 (GlcNAc)1 (P)1,0
G09313,"(1,6-Anhydro-Glc)1 (Glc)1 (LRha)1",0
G09314,(Gal)1 (Glc)1 (P)1,0
G09317,(Glc)2 (Glc1N)1,0
G09318,(Glc)1 (GlcA)2,0
G09319,Chito-oligosaccharide|(GalNAc)1 (GlcNAc)2|Polysaccharide,0
G09320,(GlcA)2 (GlcNAc)1|Glycoprotein|Glycosaminoglycan,0
G09321,(GlcA)1 (GlcNAc)1 (LGulA)1,0
G09322,Glycyrrhizin|(GlcA)2|Glycoside,0
G09323,(Ara-aric)1 (GlcA)1 (GlcNAc)1|Glycoprotein|Glycosaminoglycan,0
G09325,(GlcNAc)2 (GlcNAc-onic)1,0
G09326,(GlcNAc)3|Polysaccharide,0
G09327,(GlcNAc)3|Polysaccharide,0
G09328,(Glc)1 (GlcNAc)2,0
G09329,(GlcNAc)2 (XylNAc)1,0
G09330,(GlcNAc3Ac4Ac6Ac)1 (GlcNAc3Ac6Ac)1|Glycoside,0
G09331,(GlcNAc3Ac4Ac)1 (GlcNAc3Ac4Ac6Ac)1|Glycoside,0
G09332,(GlcNAc)2,0
G09333,(GlcN)2,0
G09335,(Glc)2 (GlcA)1,0
G09336,(Glc)1 (GlcA)1|Glycolipid,0
G09337,(Glc)2 (GlcA)1,0
G09338,(Glc)2 (GlcA)1,0
G09339,(Gal)1 (LRha)1 (Xyl)1,0
G09340,(Glc)1 (GlcA)1 (LRha)1|Polysaccharide,0
G09341,(Glc)1 (GlcA)1 (LMan)1,0
G09342,(Gal)1 (LFuc)1 (LRha)1,0
G09343,(Glc)2 (GlcNAc)1,0
G09344,(Gal6Fluoro)1 (LRha)1,0
G09345,(Gal4Fluoro)1 (LRha)1,0
G09346,(Gal3Fluoro)1 (LRha)1,0
G09347,(Glc)1 (GlcNAc)1|Glycoside,0
G09348,(Glc2Ac3Ac4Ac6Ac)1 (Glc2Ac3Ac5Ac6Ac)1 (Glc2Ac3Ac6Ac)1,0
G09349,(Gal)1 (Glc)2,0
G09350,(Glc)1 (Glc1SH)1,0
G09351,(Glc)2 (Man-ol)1,0
G09352,(Glc)2 (Glc-onic)1,0
G09353,(Glc)3,0
G09354,(Glc)3,0
G09355,(Glc)3,0
G09358,(Glc2Me3Me4Me6Me)1 (Glc2Me3Me5Me6Me)1 (Glc2Me3Me6Me)1,0
G09360,(Glc)1 (Glc2Fluoro)1,0
G09361,(2dribHex)1 (Glc)2,0
G09362,(Glc)2 (Cer)1|Glycolipid|Sphingolipid,0
G09363,(Glc)2 (Cer)1|Glycolipid|Sphingolipid,0
G09367,(GlcNAc)1 (LRha)2,0
G09368,"Aldoligose E|(2,6daraHex3Me)1 (2,6dxylHex3Me)1 (Cym)1",0
G09369,(GlcNAc)1 (LRha)1 (P)1,0
G09370,(GlcA)1 (Xyl)1|Glycoside,0
G09371,(GlcA4Me)1 (Xyl)2,0
G09372,(Glc)2 (Xyl)1,0
G09373,(D/LHex-3Z-en-yl)1 (Glc)1 (Xyl)1|Glycoside,0
G09374,Vina-ginsenoside-R2|(Glc6Ac)1 (Xyl)1|Glycoside,0
G09375,(Glc)1 (Xyl)1|Glycoside,0
G09376,(Glc)1 (Xyl)1|Glycoside,0
G09377,(Gal)1 (Man1N)1,0
G09378,(Glc3Me)1 (Qui)1 (Xyl)1,0
G09379,(Glc)1 (Xyl)1,0
G09380,Vijaloside|(Glc)1 (Xylf)1|Glycoside,0
G09382,(GlcN)1 (LIdoA)1 (S)2|Glycoprotein|Glycosaminoglycan,0
G09383,(Xyl)3,0
G09384,(Gal)1 (LFuc)1,0
G09386,(GalA)1 (GalA1N)1,0
G09387,(Gal)1 (Gal1N)1,0
G09388,(Gal)2 (GalNAc)1,0
G09390,(Glc)3|Glycoside,0
G09391,(Glc)3|Glycoside,0
G09395,"Medigoxin|Metildigoxin|beta-Methyldigoxin|(2,6dribHex4Me)1 (Dig)2|Glycoside",0
G09396,beta-Methyldigoxin|(Cym)1 (Dig)2|Glycoside,0
G09397,(Abe)1 (Man2Me)1,0
G09398,(Abe)1 (Man2Ac)1,0
G09399,(Fuc3NAc)1 (LRha)1|Glycolipid|LPS,0
G09400,(Gal)1 (Glc)2,0
G09401,(Gal)1 (Glc)2,0
G09402,(Fruf)1 (Gal)1 (Glc)1,0
G09403,(Fru)1 (Gal)1 (Glc)1,0
G09404,(Fru)1 (Gal)1 (Glc)1,0
G09406,(Glc)2 (Glc4N)1,0
G09407,(D/LGal-ol)1 (Gal)1 (Glc)1,0
G09408,(D/LGal-ol)1 (Gal)1 (Glc)1,0
G09409,(Araf)1 (GlcNAc)1 (Man)1|Glycoprotein|O-Glycan,0
