"KO","Flux Value","Reaction Abbreviation","Reaction Name","Reaction Equation (Metabolite Abbreviation)","Reversible","Lower Bound","Upper Bound","Biological Objective","Synthetic Objective","Gene Association","Protein Association","Subsystem","Protein Class","GPR","Genes","Protein","Confidence Score","EC. Number"
"false","0.0","R_T_GLY_CM","Neutral amino acid transport","M_gly_m <==> M_gly_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ALA_CM"," ","M_ala_c <==> M_ala_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ALA_MC"," ","M_ala_m + M_atp_c --> M_ala_c + M_adp_c + M_pi_c","false","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_PRO_CM","Neutral amino acid transport","M_pro_m <==> M_pro_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_VAL","Neutral amino acid transport","M_val_m <==> M_val_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_FORM_CM"," ","M_form_m <==> M_form_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_COA_CM"," ","M_coa_c <==> M_coa_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_THRDEHY_M","threonine dehydratase","M_thr_m --> M_nh3_m + M_2oxobut_m","false","0.0","1000.0","0.0","0.0"," "," ","threonine metab"," ","19518 or 49047"," "," ","2","4.3.1.19, r00996"
"false","0.0","R_T_SER_CP"," ","M_ser_c + M_atp_c --> M_ser_p + M_adp_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_SER_PC"," ","M_ser_p + M_atp_c --> M_ser_c + M_adp_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_SERNH3LY","serine ammonia-lyase","M_ser_p --> M_pyr_p + M_nh3_p","false","0.0","1000.0","0.0","0.0"," "," ","serine degradation"," ","877"," "," ","2","4.3.1.17, r00220"
"false","0.0","R_HPR_NADP","hydroxypyruvate reductase","M_glyt_m + M_nadp_m <==> M_hpyr_m + M_nadph_m + M_h_m","true","-1000.0","1000.0","0.0","0.0"," "," ","photorespiration"," ","56499"," "," ","2","1.1.1.81"
"false","0.0","R_GLYCTK","glycerate kinase","M_atp_m + M_glyt_m <==> M_gly3p_m + M_adp_m","true","-1000.0","1000.0","0.0","0.0"," "," ","photorespiration"," ","56499"," "," ","2","2.7.1.31"
"false","0.0","R_GOX2"," ","M_glyct_m + M_o2_m --> M_glyx_m + M_h2o2_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","50804"," "," ","2"," "
"false","0.0","R_GDCP_M","gycine decarboxylase p-protein","M_gly_m + M_lpp_m --> M_samdhlp_m + M_co2_m","false","0.0","1000.0","0.0","0.0"," "," ","glycine cleavage"," ","22187 or 32847"," "," ","2","1.4.4.2, r03425"
"false","0.0","R_GLYDECTPRO","glycine decarboxylase t-protein","M_samdhlp_m + M_thf_m --> M_dhlp_m + M_mthf_m + M_nh3_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","bd521"," "," ","2","2.1.2.10, r04125"
"false","0.0","R_THRSYN_m","threonine synthase","M_plhomos_m + M_h2o_m --> M_thr_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","threonine synthesis"," ","49056"," "," ","2","4.2.3.1"
"false","0.0","R_NADPP_M","NADP phosphatase","M_h2o_m + M_nadp_m --> M_nad_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","44172"," "," ","2","3.1.3.2"
"false","0.0","R_NADPP","NADP phosphatase","M_h2o_c + M_nadp_c --> M_nad_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","48970, 48446, 42561, 42763"," "," ","2","3.1.3.2"
"false","0.0","R_P_C","Pyrophosphatase","M_ppi_c + M_h2o_c --> 2 M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","OPP"," ","15815, 14529, 21183, 26190, 32916, 32923"," "," ","2","3.6.1.1"
"false","0.0","R_T_H2O_MC","water exchange","M_h2o_c <==> M_h2o_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","2"," "
"false","0.0","R_DILIPOAT"," ","M_coa_c + M_aclipoE_c <==> M_acca_c + M_dilipoE_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","40430 or bd1828"," "," ","2","2.3.1.12"
"false","0.0","R_G3PNADPOR","glyceraldehyde 3 phosphate NADP oxidoreductase","M_g3p_c + M_nadp_c + M_h2o_c --> M_nadph_c + M_gly3p_c + 2 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","54378"," "," ","2","1.2.1.9"
"false","0.0","R_ORNAMT","ornithine aminotransferase","M_orn_m + M_oxoglut_m <==> M_glu5_m + M_glu_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","27726"," "," ","2","2.6.1.13, r00667"
"false","0.0","R_ORNOXAT_M","L-ornithine:2-oxoglutarate aminotransferase","M_glu5_m <==> M_p5c_m + M_h2o_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","non enzymatic"," "," ","2","r03314"
"false","0.0","R_ALDDEHP","(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase","M_p5c_m + M_nadp_m + 2 M_h2o_m --> M_glu_m + M_nadph_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","31906"," "," ","2","1.5.1.12"
"false","0.0","R_OCD_M","ornithine cyclodeaminase","M_orn_m --> M_pro_m + M_nh3_m","false","0.0","1000.0","0.0","0.0"," "," ","ornithine, proline metabolism"," ","54222"," "," ","2","4.3.1.12"
"false","0.0","R_ALDDEH","aldehyde dehydrogenase","M_p5c_m + M_nad_m + 2 M_h2o_m --> M_glu_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","31906"," "," ","2","1.5.1.12"
"false","0.0","R_CTS2","ATP-citrate lyase","M_cit_c + M_atp_c + M_coa_c --> M_oxaloacet_c + M_acca_c + M_pi_c + M_adp_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","54477"," "," ","2","2.3.3.8"
"false","0.0","R_T_PYR_CM3","Pyruvate transport","M_pyr_c + M_oh_m <==> M_pyr_m + M_oh_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_PTA","phosphate acetyltransferase","M_pi_c + M_acca_c <==> M_coa_c + M_acetylp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","48580"," "," ","2","2.3.1.8"
"false","0.0","R_ACK","acetate kinase","M_acetylp_c + M_adp_c + M_h_c --> M_acet_c + M_atp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","36256"," "," ","2","2.7.2.1"
"false","0.0","R_XPK","fructose-6-phosphate phosphetolase","M_pi_c + M_f6p_c --> M_e4p_c + M_h2o_c + M_acetylp_c","false","0.0","1000.0","0.0","0.0"," "," ","phosphoketolase pathway"," ","36257"," "," ","2","4.1.2.22"
"false","0.0","R_XPK2"," ","M_pi_c + M_xu5p_c --> M_g3p_c + M_h2o_c + M_acetylp_c","false","0.0","1000.0","0.0","0.0"," "," ","phosphoketolase pathway"," ","36257"," "," ","2","4.1.2.9"
"false","0.0","R_DAO"," ","M_gly_c + M_h2o_c + M_o2_c --> M_glyx_c + M_nh3_c + M_h2o2_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","43271"," "," ","2","1.4.3.3"
"false","0.0","R_PGP_C"," ","M_pglyct_c + M_h2o_c --> M_glyct_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","17199, 1048"," "," ","2","3.1.3.18"
"false","0.0","R_T_GLYX_CM"," ","M_glyx_c <==> M_glyx_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYX_CX"," ","M_glyx_c <==> M_glyx_x","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYX_CP"," ","M_glyx_c <==> M_glyx_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYCT_PX","glycolate transport","M_glyct_p <==> M_glyct_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYCT_CP","glycolate transport","M_glyct_c <==> M_glyct_x","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYT_CP","glycerate transport","M_glyt_p <==> M_glyt_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYT_CM","glycerate transport","M_glyt_m <==> M_glyt_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLYCT_PM","glycolate transport","M_glyct_c <==> M_glyct_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_GLYCT","glycolate release","M_glyct_c <==> ","true","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_GOX1"," ","M_glyct_x + M_o2_x --> M_glyx_x + M_h2o2_x","false","0.0","1000.0","0.0","0.0"," "," ","photorespiration"," ","22568"," "," ","2","1.1.3.15"
"false","0.0","R_EX_ACCA_XM"," ","M_acca_x <==> M_acca_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_MAL_XM"," ","M_mal_x <==> M_mal_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_COA_XM"," ","M_coa_x <==> M_coa_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_OAA_XM"," ","M_oxaloacet_x <==> M_oxaloacet_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_MLS"," ","M_acca_x + M_glyx_x + M_h2o_x --> M_mal_x + M_coa_x + M_h_x","false","0.0","1000.0","0.0","0.0"," "," "," "," ","54478"," "," ","2","2.3.3.9"
"false","0.0","R_ICL","isocitrate lyase","M_isocit_x --> M_suc_x + M_glyx_x","false","0.0","1000.0","0.0","0.0"," "," "," "," ","51088"," "," ","2","4.1.3.1"
"false","0.0","R_T_SUC_XM"," ","M_suc_x <==> M_suc_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CS_X","citrate synthase","M_acca_x + M_h2o_x + M_oxaloacet_x --> M_cit_x + M_coa_x","false","0.0","1000.0","0.0","0.0"," "," ","glyoxylate"," "," "," "," ","1","2.3.3.1"
"false","0.0","R_ACO","aconitate hydratase 1","M_cit_x <==> M_isocit_x","true","-1000.0","1000.0","0.0","0.0"," "," ","glyoxylate"," "," "," "," ","1","4.2.1.3"
"false","0.0","R_EX_H_X"," ","M_h_x <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_H2O2_X"," ","M_h2o2_x <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_O2_X"," ","M_o2_x <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_H2O_X"," ","M_h2o_x <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EX_HNO3"," ","M_hno3_c <==> ","true","-308.94","1000.0","0.0","0.0"," "," "," "," ","26029, 54101"," "," ","2"," "
"false","0.0","R_NR","nitrate reductase (NADPH)","M_hno3_c + M_nadh_c + M_h_c --> M_hno2_c + M_nad_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","N-assim"," ","54983"," "," ","2","1.7.1.2"
"false","0.0","R_NIR","nitrite reductase","M_hno2_c + 3 M_nadph_c + 4 M_h_c --> M_nh3_c + 3 M_nadp_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","N-assim"," ","13154"," "," ","2","1.7.1.4"
"false","0.0","R_T_NH3_CM"," ","M_nh3_c <==> M_nh3_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_ALTRAN","alanine transaminase","M_pyr_c + M_glu_c <==> M_ala_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","34010, bd475"," "," ","2","2.6.1.2"
"false","0.0","R_GOT1","aspartate aminotransferase, cytosolic","M_oxaloacet_c + M_glu_c <==> M_asp_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","C4"," ","23059 or 43315 or 870"," "," ","2","2.6.1.1"
"false","0.0","R_ME2","NADP malic enzyme (Oxaloacetate-decarboxylating?) (NADP)","M_mal_c + M_nadp_c --> M_pyr_c + M_co2_c + M_nadph_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","malate, C4"," ","51970"," "," ","2","1.1.1.40"
"false","0.0","R_AO","aspartate oxidase","M_asp_c + M_o2_c --> M_imns_c + M_h_c + M_h2o2_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," ","30807"," "," ","2","1.4.3.16"
"false","0.0","R_QNS","quinolinate synthase","M_imns_c + M_gp_c --> M_pi_c + 2 M_h2o_c + M_qt_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," ","14735"," "," ","2","2.5.1.72"
"false","0.0","R_NRN"," ","M_qn_c + 2 M_h_c + M_prpp_c --> M_co2_c + M_ppi_c + M_nrn_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," ","16599"," "," ","2","2.4.2.19"
"false","0.0","R_NADN"," ","M_atp_c + M_nrn_c --> M_ppi_c + M_nadn_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," "," "," "," ","1","2.7.7.18"
"false","0.0","R_NADB"," ","M_nh3_c + M_atp_c + M_nadn_c --> M_amp_c + M_ppi_c + M_nad_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," ","45509"," "," ","2","6.3.1.5"
"false","0.0","R_NADB2"," ","M_gln_c + M_atp_c + M_nadn_c --> M_gly_c + M_amp_c + M_ppi_c + M_nad_c + 2 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","NAD biosynthesis I (from aspartate)"," ","4550"," "," ","2","6.3.5.1"
"false","0.0","R_EX_H2O2_C"," ","M_h2o2_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_ASNSYNTH","asparagine synthase (glutamine-hydrolysing)","M_atp_c + M_asp_c + M_gln_c + M_h2o_c --> M_amp_c + M_ppi_c + M_asn_c + M_glu_c","false","0.0","1000.0","0.0","0.0"," "," ","asparagine"," ","49902"," "," ","2","6.3.5.4, r00483 and r00256"
"false","0.0","R_CPSII_NH3"," ","2 M_atp_c + M_gln_c + M_nh3_c + M_h2o_c --> M_glu_c + 2 M_adp_c + M_pi_c + M_carbmylp_c + 4 M_h_c","false","0.0","0.0","0.0","0.0"," "," ","first commited step for pyrimidines"," ","39528"," "," ","2","6.3.5.5"
"false","0.0","R_CPSII_GLN","Carbamoyl-phosphate synthase II","2 M_atp_c + M_gln_c + M_hco3_c + M_h2o_c --> M_glu_c + 2 M_adp_c + M_pi_c + M_carbmylp_c + 4 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","39528"," "," ","2","6.3.5.5"
"false","0.0","R_ASUS","argininosuccinate synthase","M_atp_c + M_citl_c + M_asp_c --> M_amp_c + M_ppi_c + M_argsuc_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","21116"," "," ","2","6.3.4.5"
"false","0.0","R_ASL","argininosuccinate lyase","M_argsuc_c --> M_fum_c + M_arg_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine"," ","34526"," "," ","2","4.3.2.1"
"false","0.0","R_ARG","arginase","M_arg_c + M_h2o_c --> M_orn_c + M_urea_c","false","0.0","1000.0","0.0","0.0"," "," ","urea cycle, arginine"," ","38509"," "," ","2","3.5.3.1"
"false","0.0","R_URE","urease","M_urea_c + M_h2o_c --> M_co2_c + 2 M_nh3_c","false","0.0","1000.0","0.0","0.0"," "," ","urea cycle"," ","29702"," "," ","2","3.5.1.5"
"false","0.0","R_EX_UREA"," ","M_urea_c <==> ","true","0.0","0.0","0.0","0.0"," "," "," "," ","20424"," "," ","2"," "
"false","0.0","R_EX_NH3"," ","M_nh3_c <==> ","true","0.0","0.0","0.0","0.0"," "," "," "," ","bd972"," "," ","2"," "
"false","0.0","R_ASPNH4","aspartate--ammonia ligase","M_atp_c + M_asp_c + M_nh3_c --> M_amp_c + M_ppi_c + M_asn_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","18911, 44902"," "," ","2","6.3.1.1"
"false","0.0","R_ASPR","asparaginase","M_asn_c + M_h2o_c --> M_asp_c + M_nh3_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","4073, 20905"," "," ","2","3.5.1.1"
"false","0.0","R_GDH2_NAD","glutamate dehydrogenase","M_oxoglut_c + M_nh3_c + M_nadh_c + 2 M_h_c --> M_glu_c + M_h2o_c + M_nad_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","13951"," "," ","2","1.4.1.2"
"false","0.0","R_GDH2_NADP","glutamate dehydrogenase","M_oxoglut_c + M_nh3_c + M_nadph_c + 2 M_h_c --> M_glu_c + M_h2o_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","13951"," "," ","2","1.4.1.4"
"false","0.0","R_ACS_C","acetyl-CoA synthetase","M_acet_c + M_atp_c + M_coa_c --> M_acca_c + M_amp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","22974, 645"," "," ","2","6.2.1.1"
"false","0.0","R_AGAS_P"," ","M_acca_p + M_glu_p --> M_coa_p + M_actylglutmt_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","44492"," "," ","2","2.3.1.1"
"false","0.0","R_AGAS"," ","M_acca_c + M_glu_c --> M_coa_c + M_actylglutmt_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","12762"," "," ","2","2.3.1.1"
"false","0.0","R_AGAS_M"," ","M_acca_m + M_glu_m --> M_coa_m + M_actylglutmt_m","false","0.0","0.0","0.0","0.0"," "," "," "," ","10902"," "," ","2","2.3.1.1"
"false","0.0","R_ARGB"," ","M_actylglutmt_c + M_atp_c --> M_adp_c + M_actylglutmylp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","432, 43249"," "," ","2","2.7.2.8"
"false","0.0","R_ARGC"," ","M_actylglutmylp_c + M_nadph_c + M_h_c --> M_pi_c + M_nadp_c + M_actylgsem_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","36913"," "," ","2","1.2.1.38"
"false","0.0","R_ARD"," ","M_actylgsem_c + M_glu_c --> M_oxoglut_c + M_actorn_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","50577"," "," ","2","2.6.1.11"
"false","0.0","R_ACY1"," ","M_actorn_c + M_h2o_c --> M_orn_c + M_acet_c","false","0.0","1000.0","0.0","0.0"," "," ","ornithine"," ","15083"," "," ","2","3.5.1.14"
"false","0.0","R_T_ACET_PC","acetate transport","M_acet_c <==> M_acet_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ACET_CM","acetate transport","M_acet_c <==> M_acet_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_OCD","ornithine cyclodeaminase","M_orn_c --> M_pro_c + M_nh3_c","false","0.0","1000.0","0.0","0.0"," "," ","ornithine, proline metabolism"," ","35643, 34775"," "," ","2","4.3.1.12"
"false","0.0","R_PROOX","proline oxidase","M_p5c_c + M_nadh_c + M_h_c --> M_pro_c + M_nad_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism"," ","25379, 25, 16375"," "," ","2","1.5.1.2"
"false","0.0","R_GLUT5K","glutamate 5-kinase","M_atp_c + M_glu_c --> M_adp_c + M_glutmylp_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism"," ","55086"," "," ","2","2.7.2.11"
"false","0.0","R_GLUT5SEM_P","glutamate-5-semialdehyde dehydrogenase","M_glutmylp_c + M_nadph_c + M_h_c --> M_glu5_c + M_pi_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism"," ","18027"," "," ","2","1.2.1.41"
"false","0.0","R_ORNOXAT","L-ornithine:2-oxoglutarate aminotransferase","M_glu5_c <==> M_p5c_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism"," ","non enzymatic"," "," ","2","r03314"
"false","0.0","R_PRONADP","L-Proline:NADP+ 5-oxidoreductase","M_p5c_c + M_nadph_c + M_h_c --> M_pro_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism"," ","25379, 25, 16375"," "," ","2","1.5.1.2"
"false","0.0","R_T_P5C"," ","M_p5c_c <==> M_p5c_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_P5C"," ","M_glu5_p <==> M_p5c_p + M_h2o_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","non enzymatic"," "," ","2","r03314"
"false","0.0","R_ORNDEC","ornithine decarboxylase 2","M_orn_c --> M_put_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism, amino acid degradation, glutathione"," ","12642"," "," ","2","4.1.1.17"
"false","0.0","R_SPE","spermine/spermidine synthase","M_adsmeth_c + M_put_c --> M_met5thad_c + M_sper_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism, amino acid degradation"," ","55177, 13386, 42788 (S)"," "," ","2","2.5.1.16"
"false","0.0","R_SPRN"," ","M_adsmeth_c + M_sper_c --> M_met5thad_c + M_sprn_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism, amino acid degradation"," ","55177, 13386, 42788 (S)"," "," ","2","2.5.1.16"
"false","0.0","R_MTAN"," ","M_met5thad_c + M_h2o_c --> M_adenine_c + M_mrib_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","14626"," "," ","2","3.2.2.16"
"false","0.0","R_METK"," ","M_mrib_c + M_atp_c --> M_adp_c + M_mtr1p_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","23811"," "," ","2","2.7.1.100"
"false","0.0","R_MTR"," ","M_mtr1p_c --> M_mtru1p_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","10674"," "," ","2","5.3.1.23"
"false","0.0","R_MTRU"," ","M_mtru1p_c --> M_h2o_c + M_dm1p_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","31147"," "," ","2","4.2.1.109"
"false","0.0","R_E1"," ","M_dm1p_c + M_h2o_c --> M_pi_c + M_dkmp_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","31147"," "," ","2","3.1.3.77"
"false","0.0","R_ARD_1"," ","M_dkmp_c + M_o2_c --> M_form_c + M_meth2o_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine and methionine"," ","25000"," "," ","2","1.13.11.54"
"false","0.0","R_TYRAT"," ","M_meth2o_c + M_glu_c --> M_met_c + M_oxoglut_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","2.6.1.5"
"false","0.0","R_TYRAT_P"," ","M_meth2o_p + M_glu_p --> M_met_p + M_oxoglut_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","51609"," "," ","2","2.6.1.5"
"false","0.0","R_PUNPI"," ","M_aden_c + M_pi_c <==> M_adenine_c + M_r1p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15948"," "," ","2","2.4.2.1"
"false","0.0","R_GUANS"," ","M_guans_c + M_pi_c <==> M_guan_c + M_r1p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15948"," "," ","2","2.4.2.1"
"false","0.0","R_G"," ","M_g_c + M_pi_c <==> M_guan_c + M_dr1p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15948"," "," ","2","2.4.2.1"
"false","0.0","R_U"," ","M_u_c + M_pi_c <==> M_urac_c + M_dr1p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15948"," "," ","2","2.4.2.1"
"false","0.0","R_A"," ","M_a_c + M_pi_c <==> M_adenine_c + M_dr1p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15948"," "," ","2","2.4.2.1"
"false","0.0","R_APRT"," ","M_amp_c + M_ppi_c <==> M_adenine_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","6834"," "," ","2","2.4.2.7"
"false","0.0","R_APRTG"," ","M_gmp_c + M_ppi_c <==> M_guan_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","6834"," "," ","2","2.4.2.7"
"false","0.0","R_ADEN"," ","M_h2o_c + M_amp_c --> M_aden_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_DAMP"," ","M_a_c + M_pi_c <==> M_damp_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_CMP"," ","M_cmp_c + M_h2o_c --> M_cyt_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_UMP"," ","M_ump_c + M_h2o_c --> M_urid_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_IMP"," ","M_imp_c + M_h2o_c --> M_inos_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_GMP"," ","M_gmp_c + M_h2o_c --> M_guans_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_DTMP"," ","M_dtmp_c + M_h2o_c --> M_thym_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_DCMP"," ","M_dcmp_c + M_h2o_c <==> M_c_c + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_DGMP"," ","M_dgmp_c + M_h2o_c <==> M_g_c + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
"false","0.0","R_DUMP"," ","M_dump_c + M_h2o_c <==> M_u_c + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","1784, 43694, 47436"," "," ","2","3.1.3.5"
